nomCru	country_label	subregion_label	area_label	label	millesime	volume	date_achat	prix	cote	quantite_courante	quantite_achat	garde_min	garde_max	garde_optimum	suggestion	comment	lieu_achat	canal_vente
la coulée d'ambrosia - o2 vigne	France	Autre région	Vin de Table - Vin de France	vin jaune	2005	75 cl	2011-07-29	14.5	14.5	1	3	5	15	10		oxydatif, naturel	Beaulieu sur Layon	En direct du producteur
La Coulée d'Ambrosia - Panier de Fruits	France	Vallée de la Loire	Autre appellation	blanc	2010	75 cl	2011-07-29	8	8	0	2	1	5	3		vin naturel sans aucun produit ajouté	Beaulieu sur Layon	En direct du producteur
La Coulée d'Ambrosia - Villageois 	France	Autre région	Vin de Table - Vin de France	rouge	2010	75 cl	2011-07-29	10	10	1	7	1	5	3			Beaulieu sur Layon	En direct du producteur
La Demoiselle de Sociando Mallet	France	Bordeaux	Haut-Médoc	rouge	2006	75 cl	2009-07-30	10	10	0	2	5	20	0				Non défini
La Magia	Italie	Toscane	Brunello di Montalcino	rouge	2013	75 cl	2018-05-17	30	30	0	2	1	10	1		Powerstructure are balanced with superb elegance in Brunello di Montalcino La Màgia, a remarkable wine that is aged for three years mainly in 500 litre French oak tonneaux.. The colour is ruby red tending towards garnet, with typical red berry fruit opening out on the nosein the mouth, mineral overtones, delicate spices, supported by generous acidity, restrained tannina long finish.	Qoqa - Qwine	Achat sur Internet
La Sirène de Giscours	France	Bordeaux	Margaux	rouge	2005	75 cl	2008-04-12	16.9	16.9	0	2	4	25	0		Carrefour		Non défini
La Soufrandière - 1er cru au Vignerais	France	Bourgogne	Pouilly-Fuissé	blanc	2023	75 cl	2025-02-20	46	46	1	1	3	15	3			Le carré des vins	Achat sur Internet
La Soufrandière - X-Taste	France	Bourgogne	Pouilly-Vinzelles	blanc	2017	37,5 cl	2025-02-20	52	52	0	1	2	10	2		une curiosité sans doute, un liquoreux en terre de vins secs !	Le carré des vins	Achat sur Internet
La Terrasse de la Garde	France	Bordeaux	Pessac-Léognan	rouge	2018	75 cl	2022-10-08	10.95	10.95	1	1	4	18	4			FAV carrefour Cruseilles	Grande surface
Lacoste Borie	France	Bordeaux	Pauillac	rouge	2005	75 cl	2008-09-20	18.9	18.9	0	2	4	25	0		FAV Carrefour Bassens		Non défini
Lagache - Brut	France	Champagne	Champagne	blanc effervescent	-0	75 cl	2008-03-21	0	0	0	1	2	10	0		...'sais pas d'où elle sort, celle-là !!!		Non défini
Lambert de Seyssel, Royal Seyssel Carte Noire	France	Savoie, Dauphiné et Bugey	Seyssel	blanc effervescent	2010	75 cl	2016-12-29	0	0	0	1	1	4	1			offert ? par qui ?	Cadeau
Lan - Gran Reserva	Espagne	Rioja	Rioja	rouge	2007	75 cl	2016-03-04	12	12	0	6	5	10	5			vente-orivée.com	Achat sur Internet
Lanson - Black Label Brut	France	Champagne	Champagne	blanc effervescent	-0	75 cl	2019-03-16	0	0	0	1	2	10	2			Offert par Maryse pour mes 50 ans	Cadeau
Laurent Perrier Brut L-P	France	Champagne	Champagne	blanc effervescent	-0	75 cl	2009-04-11	0	0	0	1	2	10	0		Thierry Maheu pour mon anniv.		Non défini
LDVIN	France	Bordeaux	Sauternes	blanc liquoreux	2012	37,5 cl	2015-12-24	13	13	0	6	5	30	5			par Franck Merloz	En direct du producteur
Le Caniette - Gaia	Italie	Marches	Offida	blanc	2016	75 cl	2022-08-21	0	12	1	1	1	8	1			offert par Patrick	Cadeau
Le Caniette - Gaia	Italie	Marches	Offida	blanc	2012	75 cl	2015-03-08	0	0	0	1	1	5	1		Pretty label that looks hand-drawn. The wine is a more charged gold than the Veronica, with brilliant golden reflectionswhite rim. The bouquet is fairly intense, with some loquat fruit supported by honeysucklebutterscotch; wood is quite evident,though it does come to the fore it doesn?t detract. On the palate it?s languid, with fairly rich bitter lemon fruit supported by gunflint laced lemony acidity that gains definition from bitter savory notes,flows into a rather bitter finish with some flinty tannic accents. The oak is much more evident on the nose than palate, where it primarily confers a certain languor,as I said, while it is present it doesn?t distract,this is especially true for the palate, where the nuances of the grapes come though quite well. It is pleasant in a charged key,will work well with grilled or roasted fish,I might also be tempted to serve it with white meats, while its body is such that it will also work nicely with Oriental cuisines.	offert par Patrick et Carla	Cadeau
Le Caniette - Morellone	Italie	Marches	Offida	rouge	2016	75 cl	2022-08-21	0	17.5	1	1	1	15	10			offert par Patrick	Cadeau
Le Caniette - Nero di Vite	Italie	Marches	Offida	rouge	2013	75 cl	2023-03-11	0	33	1	1	1	5	1	À combiner avec des viandes importantes, du gibier et des fromages affinés.. . 		offert par Patrick et Carla	Cadeau
Le Caniette - Passerina	Italie	Marches	Offida	blanc	2010	75 cl	2011-09-11	0	5	0	1	1	3	1	En apéritif, hors d'oeuvres, charcuterie et fromages.	Robe jaune paille aux reflets verdâtres.. Bouquet de fleurs d'acacia, pêche, poire, agrumes avec une touche minérale.. En bouche il est frais, fruité, doux et bien équilibré.	Lyon chez Patrick	Cadeau
Le Cellier du Palais	France	Savoie, Dauphiné et Bugey	Vin de Savoie Apremont	blanc	2013	75 cl	2014-09-27	5.2	5.2	0	1	1	5	1		un test de Nath sur les conseils de carouf market	Carrefour Market	Grande surface
Le Clos d'un Jour - La Cuvée d'un Jour	France	Sud-Ouest	Cahors	rouge	2009	75 cl	2013-03-16	0	18	1	1	5	15	5			offert par Franck et Cécile	Cadeau
Le Clos d'un Jour - Un Jour sur Terre	France	Sud-Ouest	Cahors	rouge	2010	75 cl	2013-01-05	13	13	1	3	5	15	5			commandé chez le producteur	En direct du producteur
Le Haut-Médoc de Giscours - Grande Réserve	France	Bordeaux	Haut-Médoc	rouge	2000	75 cl	2008-06-26	17	17	0	3	5	20	0		ebay		Non défini
Le Haut-Médoc de Giscours - Grande Réserve	France	Bordeaux	Haut-Médoc	rouge	2005	75 cl	2008-12-30	9.95	9.95	0	3	7	20	0		Auchan. 1 bouteille bue 2009-10-11, peut largement vieillir encore. Attendre 2012 pour la prpchaine.		Non défini
Le Haut-Médoc de Giscours - Grande Réserve	France	Bordeaux	Haut-Médoc	rouge	2006	75 cl	2010-12-17	9.9	9.9	0	2	5	20	5			Auchan	Grande surface
Le sot de l'ange - brut nature	France	Vallée de la Loire	Crémant de Loire	blanc effervescent	2008	75 cl	2016-10-22	0	0	0	1	1	15	9			Offert par YannbCena	Cadeau
Le vignoble de Rhuys - Dantelezh cabernet franc	France	Autre région	Vin de Pays Vignobles de France	rosé	2023	75 cl	2024-06-15	16	16	0	3	1	5	1			Sarzeau	En direct du producteur
Le vignoble de Rhuys - Dantelezh chardonnay	France	Autre région	Vin de Pays Vignobles de France	blanc	2023	75 cl	2024-06-15	161	16	2	3	1	5	1			Sarzeau	En direct du producteur
Le vignoble de Rhuys - Dantelezh chenin	France	Autre région	Vin de Pays Vignobles de France	blanc	2023	75 cl	2024-06-15	16	16	5	6	1	5	1			Sarzeau	En direct du producteur
Le Vin de Merde - Vin des philosophes	France	Autre région	Vin de Table - Vin de France	blanc	-0	75 cl	2013-05-05	0	10	0	1	1	5	1		Offert par Anthony et Carole	Offert par Anthony et Carole	Cadeau
Léo de La Gaffelière	France	Bordeaux	Saint Emilion	rouge	2013	75 cl	2015-10-25	9.75	9.75	1	2	4	12	4			carrefour market Cruseilles	Grande surface
Les Fils de René Quenard - La Bergeronelle	France	Savoie, Dauphiné et Bugey	Vin de Savoie Chignin-Bergeron	blanc	2012	75 cl	2014-11-30	0	0	0	1	1	5	1			offert par Alain et Paula	Cadeau
Les Frères Philippoz - Petite Arvine	Suisse	Valais	Leytron	blanc	2009	75 cl	2011-10-12	23	23	0	1	1	5	1	apéro par exemple	vin légèrement doux, frais, léger dégagement gazeux pas désagréable	Lavinia Genève	Caviste
Les Hauts de Pontet-Canet	France	Bordeaux	Pauillac	rouge	2006	75 cl	2008-09-21	16.95	16.95	0	2	4	25	0		FAV Auchan		Non défini
Les Hauts de Smith	France	Bordeaux	Pessac-Léognan	rouge	2004	75 cl	2007-12-15	14.5	14.5	0	2	4	18	0		Carrefour		Non défini
Les Hauts du Tertre	France	Bordeaux	Margaux	rouge	2001	75 cl	2007-12-15	14.5	14.5	0	2	4	25	0		Carrefour		Non défini
Les marques - pinot noir Valroc de Sion	Suisse	Valais	Varen/Varone	rouge	2004	75 cl	2008-06-17	12	12	0	1	3	12	0	Accompagnement : coq au vin, fromages à pâtes molles, filet de boeuf.. . Température de service : 14 - 16° C. 	Gamme : Les Marques . Caractéristiques : rouge élevé en foudre . Cépage : Pinot Noir. . Terroir : Sion. . Vinification : élevage en vases de bois.. . Dégustation : nez de fruit noirs, notes de sous-bois, de réglisse, en bouche fin, élégant, tanins bien pr		Non défini
Les marques - pinot noir Valroc de Sion	Suisse	Valais	Varen/Varone	rouge	2003	75 cl	2008-07-31	12.3	12.3	0	2	3	10	0				Non défini
Les Pélerins de Lafon-Rochet	France	Bordeaux	Saint Estèphe	rouge	2002	75 cl	2007-09-13	11.9	11.9	0	2	4	30	0				Non défini
Les Pères Fruit'art - Cidre moëlleux de pommes	Suisse	Vaud	Vinzel	vin doux naturel	2005	75 cl	2008-08-31	0	0	0	1	2	4	0		offert par Alain et Paula		Non défini
Les Vignerons Ardéchois - Vendanges d'Octobre	France	Vallée du Rhône	Vin de Pays des Coteaux de L'Ardèche	blanc moëlleux	2022	75 cl	2023-09-30	12	12	1	1	1	5	1			Néovinum Ruoms	Caviste
Les Vignes de Paradis - C de Marin	France	Savoie, Dauphiné et Bugey	Vin de Pays d'Allobrogie	blanc	2013	75 cl	2014-07-09	0	15	0	1	2	5	2			Echangé avec Yann Cena	Cadeau
López de Heredia - Viña Tondonia Reserva	Espagne	Rioja	Rioja	rouge	2007	75 cl	2019-09-19	27.9	27.9	0	6	1	20	1		goûté chez Yoann Conte, en dégustation, et trouvé extrêmement bon. Apparemment un des tops de la Rioja	Vinissimus	Achat sur Internet
López de Heredia - Viña Tondonia Reserva	Espagne	Rioja	Rioja	rouge	2010	75 cl	2023-03-24	35	35	2	3	1	15	1			Le carré des vins	Achat sur Internet
Louis Barthélémy - Brut Saphir Millésimé	France	Champagne	Champagne	blanc effervescent	2006	75 cl	2014-02-14	0	32	0	1	2	10	2			Saveurs d'ici et d'ailleurs	Caviste
Louis Barthélémy - Zero dosage topaze	France	Champagne	Champagne	blanc effervescent	-0	75 cl	2014-02-14	0	28.5	0	1	1	5	1			Saveurs d'ici et d'ailleurs	Caviste
Louis Danremont, Brut	France	Champagne	Champagne	blanc effervescent	-0	75 cl	2018-12-24	0	0	0	1	2	10	2			Offert par Maryse, noël 2018	Cadeau
Louis Magnin - Gamay	France	Savoie, Dauphiné et Bugey	Vin de Savoie	rouge	2007	75 cl	2009-05-17	8	8	0	2	1	15	0		D'après le producteur, le Gamay se conserve aussi longtemps que la Mondeuse		Non défini
Louis Magnin - Mondeuse	France	Savoie, Dauphiné et Bugey	Vin de Savoie Arbin	rouge	2014	75 cl	2019-07-07	18	18	0	3	1	10	6		buvable dès 2019, la petite cuvée mondeuse du domaine	Par Franck	Caviste
Louis Magnin - Mondeuse	France	Savoie, Dauphiné et Bugey	Vin de Savoie Arbin	rouge	2015	75 cl	2020-12-13	20	20	0	3	1	10	1			par Franck	Caviste
Louis Magnin - Mondeuse	France	Savoie, Dauphiné et Bugey	Vin de Savoie Arbin	rouge	-0	75 cl	2020-12-25	20	20	0	1	5	15	10			par Franck (Diot-vino)	Non défini
Louis Magnin - Mondeuse - Vieilles Vignes	France	Savoie, Dauphiné et Bugey	Vin de Savoie Arbin	rouge	2014	75 cl	2024-11-17	0	0	1	1	1	5	1			retrouvée alors que je la croyais bue	Non défini
Louis Magnin, Mondeuse La Brova	France	Savoie, Dauphiné et Bugey	Vin de Savoie	rouge	2006	75 cl	2019-07-07	35	35	1	3	10	20	14		éa grande cuvée du domaine, déjà prête à boire	via Franck	Caviste
Luc Massy - Grand Cru - Chemins de fer 	Suisse	Vaud	Dézaley	blanc	2015	75 cl	2017-11-25	28	28	0	1	3	5	4	Le Dézaley Chemin de Fer est un vin de caractère qui a besoin d?une année de garde au minimum pour offrir sa plénitude, sa complexité aromatique, avec ses touches de silex, de pierre à fusil, ses notes miellées. Il est opulent, flatteur, emplit la bouche avec beaucoup de générosité avant de conclure sur une très longue finale. Au terme de quelques années, le Dézaley Chemin de Fer gagne encore en complexité. Fier de son rang et de son mythe, le Dézaley Chemin de Fer va magnifier des volailles truffées, des poissons nobles ou des crustacés. Il saura résister à des sauces puissantes, donnera de la noblesse à des ris de veau caramélisés. Et, en fin de repas, il fera un couple magique avec un vieux gruyère ou un vacherin Mont-d?Or de caractère.	offert par Nicolas car je lui ai débloqué l'iPad	cadeau de Nicolas Métais	Cadeau
Lustau - East India Solera	Espagne	Andalousie	Jerez Xérès Sherry	vin blanc muté	-0	75 cl	2009-07-04	15.9	15.9	1	3	10	15	0	Accords: desserts au chocolat, cake, en vin de méditation	Cette spécialité de la maison Lustau est un des fleurons des vins de dessert de la gamme. D'une grande richesse en bouche, on adore la complexité aromatique de ce vin aux arômes envoûtant de figue, de pruneau et de caramel.. . East India Solera est un ass		Non défini
Lustau - Papirusa	Espagne	Andalousie	Manzanilla de Sanlúcar de Barrameda	vin blanc muté	-0	75 cl	2009-07-04	9.9	9.9	2	3	1	5	0	Il sera idéal, très frais à l?apéritif, sur des tapas ou sur des plats épicés.. . . 	Découvrez la première cuvée de manzanilla de la maison Lustau, un jerez produit à partir du cépage palomino fino élevé sous voile. Il s?agit d?un vin blanc au nez d?arômes de noisette et d?épices. En bouche, l?attaque est ronde, avec du gras mais bien équ		Non défini
Luzy-Macarez - Séduction	France	Bourgogne	Pouilly-Fuissé	blanc	2016	75 cl	2019-06-02	0	0	0	1	3	15	3			Offert par Gibbs	Cadeau
Luzy-Macarez - Séduction	France	Bourgogne	Pouilly-Fuissé	blanc	2023	75 cl	2025-10-30	0	0	1	1	3	15	3			Offert par les Guibé	Cadeau
M. Chapoutier	France	Vallée du Rhône	Crozes-Hermitage	rouge	2008	75 cl	2010-09-12	9.95	9.95	0	2	4	10	4			FAV Auchan 2010	Grande surface
M. Chapoutier - Les Meysonniers	France	Vallée du Rhône	Crozes-Hermitage	rouge	2006	75 cl	2008-06-15	0	0	0	2	2	7	0		offert par Nath pour la fête des pères		Non défini
Macán	Espagne	Rioja	Rioja	rouge	2016	75 cl	2020-10-30	41.75	41.75	2	2	1	15	1		Passer en carafe 1h avant le service. Accords recommandés: Tranche de Pata Negra, filet mignon de porc au poivre, agneau de lait, ragoûts, rôti d'agneau, Charcuterie, Viande rouge, Barbecue, Fromage	Vinissimus	Vente par correspondance
Maison Mallard-Gaulin	France	Bourgogne	Clos de Vougeot	rouge	2002	75 cl	2008-08-02	30	30	0	2	6	18	0	pour les 18 ans de Titouan ?	eBay		Non défini
Manga del Brujo	Espagne	Aragon	Calatayud	rouge	2006	75 cl	2009-06-21	0	0	0	2	1	12	0	Buvable maintenant ou peut attendre longtemps.	Cadeau fête des pères 2009.. Vin non filtré.. Carafer assez longtemps, bien meilleur !		Non défini
Marc Brédif - réserve privée	France	Vallée de la Loire	Chinon	rouge	2005	75 cl	2012-07-14	18.8	18.8	0	3	3	10	3		commandé du 1995 reçu du 2005...	commandé	En direct du producteur
Marc Brédif - réserve privée	France	Vallée de la Loire	Chinon	rouge	2000	75 cl	2012-07-14	19.5	19.5	0	3	3	18	3			commandé	En direct du producteur
Marc Brédif - réserve privée	France	Vallée de la Loire	Chinon	rouge	1995	75 cl	2012-07-23	0	18.8	0	3	3	20	3		offert suite erreurs dans la commande précédente	commandé	En direct du producteur
Marc Bredif - Vigne Blanche	France	Vallée de la Loire	Vouvray	blanc	2009	75 cl	2012-07-14	10	16	0	3	4	20	4		livré 2009 par erreur au lieu de 2010 du coup payé 10 au lieu de 16	commandé	En direct du producteur
Marc Sarrazin Grand Cru	France	Bourgogne	Corton-Charlemagne	blanc	2003	75 cl	2008-08-16	30	30	0	1	4	15	0		sur eBay attention 1 des 3 était abîmée (coup de chaud, bouchon sorti !!!)		Non défini
Marcel Cabelier	France	Jura	Château-Châlon	vin jaune	1999	75 cl	2008-03-29	17.95	17.95	0	2	4	30	0		Foire aux vins de printemps - Auchan		Non défini
Marcel Cabelier Chardonnay Vieilles Vignes	France	Jura	Côtes du Jura	blanc	2005	75 cl	2008-09-11	4.5	4.5	0	2	2	5	0		FAV Carrefour 2008		Non défini
Marcel Deiss	France	Alsace et Lorraine	Alsace	blanc	2013	75 cl	2015-04-15	13	13	0	5	1	5	1			chez Deiss	En direct du producteur
Marcel Deiss	France	Alsace et Lorraine	Alsace Pinot Noir	rouge	2009	75 cl	2015-04-16	15	15	0	3	2	10	2			chez Deiss	En direct du producteur
Marcel Deiss - Burg	France	Alsace et Lorraine	Alsace	blanc	2004	75 cl	2009-04-08	33	33	0	2	2	10	2	Grand vin blanc gras, minéral, complexe et épicé. La robe, dorée et somptueuse, le nez concentré, sur ces épices si particulières des Marnes du Keuper (cardamone, cannelle, clou de girofle, Muscade) avec ce savant balancement entre une rigueur quasi métrique de la terre mouillée, et l?épanouissement frénétique d?un fruit trop juteux.. Peut s?utiliser dès maintenant, à condition impérative d?être carafé, sur tous les plats de la cuisine exotique et les plats majeurs de la grande Cuisine française dès lors que le fond y joue une position centrale. Peut avec profit être servi au verre (3-4 jours de vidange ne lui font pas peur !)	Ce vin provient du terroir du BURG, Premier Cru de notre vignoble de Bergheim, dont les caractéristiques géologiques (marnes bariolées du Keuper à rares intercalations calcaires) et climatiques (exposition plein sud, situation protégée en retrait de la va	Bergheim	En direct du producteur
Marcel Deiss - Canicule 	France	Alsace et Lorraine	Alsace	blanc liquoreux	2003	37,5 cl	2009-04-08	0	0	0	1	3	15	0				Non défini
Marcel Deiss - Engelgarten	France	Alsace et Lorraine	Alsace	blanc	2005	75 cl	2009-04-11	24	24	0	3	2	12	0	comme un grave blanc	Complantation de Riesling ? Pinot Gris ?Beurot ? Muscat ? Pinot Noir. Ce vin provient de notre vignoble de l'ENGELGARTEN, magnifique terroir de Graves situé à un jet de canon des fortifications médiévales de Bergheim. Ce terroir, par sa structure graveleu		Non défini
Marcel Deiss - Engelgarten	France	Alsace et Lorraine	Alsace	blanc	2011	75 cl	2014-05-07	25	25	0	2	1	10	7			Domaine Marcel Deiss	En direct du producteur
Marcel Deiss - Grand Cru Mambourg	France	Alsace et Lorraine	Alsace Riesling	blanc	2015	75 cl	2016-10-24	50	50	1	2	2	20	2		livraison probable début 2018 - déjà payé	Achats en primeur	Non défini
Marcel Deiss - Grand Cru Mambourg	France	Alsace et Lorraine	Alsace Riesling	blanc	2020	75 cl	2021-07-25	44.46	44.46	2	2	10	20	12	Cépages erronés dans la fiche. Selon le site: Vigne complexe composée de toute la famille des Pinots: gris, Beurrot, Blanc et Noir.	prix normal 63, en primeur 48.33, en primeur avec réduction 44.46	primeurs Deiss 2020	En direct du producteur
Marcel Deiss - Grand Cru Mambourg	France	Alsace et Lorraine	Alsace Riesling	blanc	2022	75 cl	2023-07-29	58.15	58.15	2	2	5	25	18			Primeurs Deiss 2022 - pack de 12 GC	En direct du producteur
Marcel Deiss - Grand Cru Schlossberg	France	Alsace et Lorraine	Alsace	blanc	2020	75 cl	2021-07-25	33.9	33.9	2	2	5	20	10		Non achetable individuellement en raison de la faible quantité disponible. Prix en primeurs dans la C12 des GC Deiss: 36.85 mais 33.90 avec la réduction fidélité	Primeurs Deiss 2020	En direct du producteur
Marcel Deiss - Grand Cru Schlossberg	France	Alsace et Lorraine	Alsace	blanc	2022	75 cl	2023-07-29	50	50	2	2	7	25	15			Primeurs Deiss 2022	En direct du producteur
Marcel Deiss - Grand Cru Schoenenbourg	France	Alsace et Lorraine	Alsace	blanc	2010	75 cl	2015-04-16	62	62	0	3	8	17	10			chez Deiss	En direct du producteur
Marcel Deiss - Grand Cru Schoenenbourg	France	Alsace et Lorraine	Alsace	blanc	2015	75 cl	2016-10-24	50	50	0	2	1	20	1		livraison probable début 2018 - déjà payé		Non défini
Marcel Deiss - Grand Cru Schoenenbourg	France	Alsace et Lorraine	Alsace	blanc	2018	75 cl	2019-08-02	49	49	6	6	1	5	1		primeurs Deiss millésime 2018	primeur domaine Deiss	En direct du producteur
Marcel Deiss - Grand Cru Schoenenbourg	France	Alsace et Lorraine	Alsace	blanc	2022	1,5 l	2023-07-29	108	108	1	1	8	25	8			Primeurs Deiss 2022, avec 8% de réduc 117 =&gt; 108	En direct du producteur
Marcel Deiss - Grand Cru Schoenenbourg	France	Alsace et Lorraine	Alsace	blanc	2017	75 cl	2019-11-08	48.5	48.5	4	6	5	20	10		Acheté en commande groupée avec Pierre Tatzber 	Primeurs Deiss 2017	En direct du producteur
Marcel Deiss - Grand Cru Schoenenbourg	France	Alsace et Lorraine	Alsace	blanc	2019	1,5 l	2020-07-25	103	103	1	1	1	20	1		Primeurs avec 8% fidélité 	primeur domaine Deiss	En direct du producteur
Marcel Deiss - Grand Cru Schoenenbourg	France	Alsace et Lorraine	Alsace	blanc	2020	75 cl	2021-07-25	45.37	45.37	2	2	1	5	1		prix normal 63, en primeur 49.33, en primeur avec réduction 45.37		Non défini
Marcel Deiss - Grand Cru Schoenenbourg	France	Alsace et Lorraine	Alsace	blanc	2021	75 cl	2022-07-17	66.2	66.2	6	6	5	25	15		Primeurs Deiss 2021 331 les 6 livraison automne 2024	Primeurs Deiss 2021	En direct du producteur
Marcel Deiss - Grand Cru Schoenenbourg	France	Alsace et Lorraine	Alsace	blanc	2019	75 cl	2022-11-15	49.5	63	3	3	1	25	1			Échange avec Pierre contre 3 altenberg	En direct du producteur
Marcel Deiss - Grand Cru Schoenenbourg	France	Alsace et Lorraine	Alsace	blanc	2022	75 cl	2023-07-29	53.2	53.2	3	3	5	25	15		57.80 - 8%	Primeurs Deiss 2022 - pack 12 GC	En direct du producteur
Marcel Deiss - Grasberg	France	Alsace et Lorraine	Alsace	blanc	2007	75 cl	2011-05-07	32	32	0	3	2	15	8			Bergheim	En direct du producteur
Marcel Deiss - Grasberg	France	Alsace et Lorraine	Alsace	blanc	2008	75 cl	2011-05-07	33	33	0	2	2	15	8			Bergheim	En direct du producteur
Marcel Deiss - Grasberg	France	Alsace et Lorraine	Alsace	blanc	2011	75 cl	2016-04-20	34	34	0	3	1	15	8	foie gras poêlé ou terrine, salade de langoustines ou homard et vinaigrette aux agrumes, cuieine asiatique à base de gingembre, canard à l'orange, crêpes suzette.	carafer 1h avant service.. servir à 10°.	chez Deiss, Bergheim	En direct du producteur
Marcel Deiss - Grasberg	France	Alsace et Lorraine	Alsace	blanc	2018	75 cl	2019-08-02	27	27	4	6	1	5	1		primeurs Deiss millésime 2018	primeur domaine Deiss	En direct du producteur
Marcel Deiss - Grasberg	France	Alsace et Lorraine	Alsace	blanc	2019	75 cl	2020-07-26	27	27	2	3	1	5	1		Primeur avec 8% (le prix indiqué ne contient pas la remiae)	primeur domaine Deiss	En direct du producteur
Marcel Deiss - Grasberg	France	Alsace et Lorraine	Alsace	blanc	2022	75 cl	2023-07-29	27	27	3	3	7	18	10			Primeurs Deiss 2022	En direct du producteur
Marcel Deiss - Gruenspiel	France	Alsace et Lorraine	Alsace	blanc	2008	75 cl	2014-05-07	30	30	0	2	1	12	1			Domaine Marcel Deiss	En direct du producteur
Marcel Deiss - Gruenspiel	France	Alsace et Lorraine	Alsace	blanc	2005	75 cl	2015-04-15	0	33	0	1	8	15	10			chez Deiss	En direct du producteur
Marcel Deiss - Gruenspiel	France	Alsace et Lorraine	Alsace	blanc	2010	75 cl	2016-04-20	30	30	0	3	1	15	8	Veau, belles volailles, tartare de boeuf, gibier à plume, poisson aux épices, fromage (comté, époisse, munster, mimolette affinée)	servir à 10°. généralement sec, serré, profond et tannique.  Arômes de chocolat, poire fumée et épices. velouté et complexe en milieu de bouche, persistant et explosif en finale.	chez Deiss, Bergheim	En direct du producteur
Marcel Deiss - Huebuhl de Bergheim	France	Alsace et Lorraine	Alsace	blanc	2002	75 cl	2009-04-11	22	22	0	1	2	15	10	A goûter comme un paysage, une plénitude et sans doute une nourriture?. Terrestre. Avec un foie gras mi cuit par exemple.. . (Jean-Michel DEISS)	En haut du petit col séparant Bergheim de Ribeauvillé, le Huebuhl (littéralement, le lieu précoce et humide), légère dépression doucement inclinée ver le sud, joignant le Gruenspiel à l?ouest et le Rotenberg à l?est, enveloppe d?amandes, de zestes, de gra		Non défini
Marcel Deiss - Huebuhl de Bergheim	France	Alsace et Lorraine	Alsace	blanc	2007	75 cl	2011-05-07	29	29	0	3	2	15	10			Bergheim	En direct du producteur
Marcel Deiss - Langenberg	France	Alsace et Lorraine	Alsace	blanc	2008	75 cl	2011-05-07	23	23	0	3	1	15	8			Bergheim	En direct du producteur
Marcel Deiss - Langenberg	France	Alsace et Lorraine	Alsace	blanc	2017	75 cl	2019-11-08	25	25	0	3	5	15	5		Primeurs Deiss 2017		En direct du producteur
Marcel Deiss - Langenberg	France	Alsace et Lorraine	Alsace	blanc	2019	75 cl	2020-07-26	27	27	3	3	1	12	1		Primeur avec 8% (le prix indiqué ne contient pas la remiae)	primeur domaine Deiss	En direct du producteur
Marcel Deiss - Langenberg	France	Alsace et Lorraine	Alsace	blanc	2020	75 cl	2021-07-25	24.66	24.66	3	3	3	12	10			primeurs Deiss 2020	En direct du producteur
Marcel Deiss - Langenberg	France	Alsace et Lorraine	Alsace	blanc	2022	75 cl	2023-07-29	25.5	25.5	3	3	5	15	8			Primeurs Deiss 2022	En direct du producteur
Marcel Deiss - le jeu des verts	France	Alsace et Lorraine	Alsace	orange	2021	75 cl	2023-02-19	0	33.5	2	3	1	15	1			Acheté après une dégustation au domaine	En direct du producteur
Marcel Deiss - Riquewihr	France	Alsace et Lorraine	Alsace	blanc	2020	75 cl	2023-02-19	24	24	0	3	1	5	1			Acheté après une dégustation au domaine	En direct du producteur
Marcel Deiss - Riquewihr	France	Alsace et Lorraine	Alsace	blanc	2023	75 cl	2025-09-25	26	26	3	3	1	5	1			1J1V	Achat sur Internet
Marcel Deiss - Rotenberg	France	Alsace et Lorraine	Alsace	blanc	2004	75 cl	2009-04-08	31	31	0	3	3	15	10	poissons nobles. Consommer assez jeunes et jusqu'à 10 à 15 ans.	Première dalle calcaire de la grande Oolithe, inclinée vers l?est, dressée comme une sentinelle face au sud et à la plaine, le ROTENBERG est le plus précoce des terroirs de Bergheim. Ses sols rouges, marqués par le fer, profondément calcaires et ce climat	Bergheim	En direct du producteur
Marcel Deiss - Rotenberg	France	Alsace et Lorraine	Alsace	blanc	2009	75 cl	2014-05-07	29	29	0	2	1	12	1			Domaine Marcel Deiss	En direct du producteur
Marcel Deiss - Rotenberg	France	Alsace et Lorraine	Alsace	blanc	2011	75 cl	2016-04-20	0	31	0	1	1	15	1	Produits de la mer (gambas, St Jacques), poissons nobles (pavé de bar grillé sauce à l'orange, rôti de lotte et sabayon à la mandarine, langoustes tièdes aux agrumes), foie gras frais ou poêlé, poulet (Tandori ou au gingembre), fromage de chèvre frais.	servir à 10°.. Vin fruité, séducteur, citronné et vibrant. Nez de mandarine charnue. Après aération : senteurs de terre fraîchement remuée, de fleur d'oranger et de framboise.	chez Deiss, Bergheim	En direct du producteur
Marcel Deiss - Schoffweg	France	Alsace et Lorraine	Alsace	blanc	2004	75 cl	2009-04-11	32	32	0	2	3	15	3	Tout poisson noble	Le « sentier des brebis » ? qui conduit au Grasberg est un terroir exceptionnel, une mince dalle calcaire de l?Aalénien, perchée au-dessus de la plaine, ultime prolongement du mamelon de l?Altenberg de Bergheim regardant l?est et dont le climat moyennemen	Bergheim	En direct du producteur
Marcel Deiss - Vendanges Tardives	France	Alsace et Lorraine	Alsace Pinot Gris	blanc moëlleux	2003	75 cl	2014-05-07	36	36	1	3	4	18	4			Domaine Marcel Deiss	En direct du producteur
